Question,Answer,Image Path
"What is the size of the toothbrush in cm? Length, width and height.","Object toothbrush has the following size:
Length: 4.07 cm,
width: 4.6 cm,
height: 17.78 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the toothbrush in cm? Length, width and height.","Object toothbrush has the following size:
Length: 5.36 cm,
width: 3.37 cm,
height: 17.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the tap_02 in cm? Length, width and height.","Object tap_02 has the following size:
Length: 24.54 cm,
width: 21.05 cm,
height: 8.21 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the sink in cm? Length, width and height.","Object sink has the following size:
Length: 66.96 cm,
width: 40.28 cm,
height: 28.83 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the sink in cm? Length, width and height.","Object sink has the following size:
Length: 66.96 cm,
width: 40.28 cm,
height: 28.83 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the board in cm? Length, width and height.","Object board has the following size:
Length: 322.0 cm,
width: 51.0 cm,
height: 8.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 9.68 cm,
width: 9.67 cm,
height: 30.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 6.16 cm,
width: 6.16 cm,
height: 15.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 6.16 cm,
width: 6.16 cm,
height: 15.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the tray in cm? Length, width and height.","Object tray has the following size:
Length: 43.73 cm,
width: 31.57 cm,
height: 4.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0023.color.jpg
"What is the size of the bench_04 in cm? Length, width and height.","Object bench_04 has the following size:
Length: 26.0 cm,
width: 128.0 cm,
height: 14.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0024.color.jpg
"What is the size of the towel_02 in cm? Length, width and height.","Object towel_02 has the following size:
Length: 25.91 cm,
width: 34.93 cm,
height: 9.88 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0024.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 17.24 cm,
width: 17.24 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0024.color.jpg
"What is the size of the bath in cm? Length, width and height.","Object bath has the following size:
Length: 247.84 cm,
width: 247.84 cm,
height: 67.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0024.color.jpg
"What is the size of the toilet_bowl in cm? Length, width and height.","Object toilet_bowl has the following size:
Length: 33.73 cm,
width: 51.89 cm,
height: 38.82 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the button in cm? Length, width and height.","Object button has the following size:
Length: 12.0 cm,
width: 1.0 cm,
height: 20.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the lavatory_paper in cm? Length, width and height.","Object lavatory_paper has the following size:
Length: 17.05 cm,
width: 15.4 cm,
height: 15.14 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the lavatory_paper in cm? Length, width and height.","Object lavatory_paper has the following size:
Length: 9.79 cm,
width: 8.98 cm,
height: 15.06 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the shower_bath in cm? Length, width and height.","Object shower_bath has the following size:
Length: 90.1 cm,
width: 90.09 cm,
height: 191.68 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the towel in cm? Length, width and height.","Object towel has the following size:
Length: 8.54 cm,
width: 28.1 cm,
height: 63.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the towel in cm? Length, width and height.","Object towel has the following size:
Length: 5.08 cm,
width: 29.11 cm,
height: 33.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the bench_04 in cm? Length, width and height.","Object bench_04 has the following size:
Length: 26.0 cm,
width: 128.0 cm,
height: 14.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the towel_02 in cm? Length, width and height.","Object towel_02 has the following size:
Length: 25.91 cm,
width: 34.93 cm,
height: 9.88 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the towel in cm? Length, width and height.","Object towel has the following size:
Length: 11.36 cm,
width: 28.38 cm,
height: 63.42 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the mirror_05 in cm? Length, width and height.","Object mirror_05 has the following size:
Length: 0.5 cm,
width: 360.0 cm,
height: 60.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the board in cm? Length, width and height.","Object board has the following size:
Length: 322.0 cm,
width: 51.0 cm,
height: 8.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 17.24 cm,
width: 17.24 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 9.68 cm,
width: 9.67 cm,
height: 30.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 6.16 cm,
width: 6.16 cm,
height: 15.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 6.16 cm,
width: 6.16 cm,
height: 15.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the tray in cm? Length, width and height.","Object tray has the following size:
Length: 43.73 cm,
width: 31.57 cm,
height: 4.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 17.4 cm,
width: 17.4 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the bath in cm? Length, width and height.","Object bath has the following size:
Length: 247.84 cm,
width: 247.84 cm,
height: 67.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0025.color.jpg
"What is the size of the bench_01 in cm? Length, width and height.","Object bench_01 has the following size:
Length: 74.4 cm,
width: 149.85 cm,
height: 22.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the door in cm? Length, width and height.","Object door has the following size:
Length: 86.46 cm,
width: 13.98 cm,
height: 202.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the toilet_bowl in cm? Length, width and height.","Object toilet_bowl has the following size:
Length: 33.73 cm,
width: 51.89 cm,
height: 38.82 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the button in cm? Length, width and height.","Object button has the following size:
Length: 12.0 cm,
width: 1.0 cm,
height: 20.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the lavatory_paper in cm? Length, width and height.","Object lavatory_paper has the following size:
Length: 17.05 cm,
width: 15.4 cm,
height: 15.14 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the lavatory_paper in cm? Length, width and height.","Object lavatory_paper has the following size:
Length: 9.79 cm,
width: 8.98 cm,
height: 15.06 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the shower_bath in cm? Length, width and height.","Object shower_bath has the following size:
Length: 90.1 cm,
width: 90.09 cm,
height: 191.68 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the towel in cm? Length, width and height.","Object towel has the following size:
Length: 8.54 cm,
width: 28.1 cm,
height: 63.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the towel in cm? Length, width and height.","Object towel has the following size:
Length: 5.08 cm,
width: 29.11 cm,
height: 33.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the bench_04 in cm? Length, width and height.","Object bench_04 has the following size:
Length: 26.0 cm,
width: 128.0 cm,
height: 14.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the towel_02 in cm? Length, width and height.","Object towel_02 has the following size:
Length: 25.91 cm,
width: 34.93 cm,
height: 9.88 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the mirror_05 in cm? Length, width and height.","Object mirror_05 has the following size:
Length: 0.5 cm,
width: 360.0 cm,
height: 60.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 17.24 cm,
width: 17.24 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 20.8 cm,
width: 20.8 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 17.4 cm,
width: 17.4 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the bath in cm? Length, width and height.","Object bath has the following size:
Length: 247.84 cm,
width: 247.84 cm,
height: 67.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0026.color.jpg
"What is the size of the bench_04 in cm? Length, width and height.","Object bench_04 has the following size:
Length: 26.0 cm,
width: 128.0 cm,
height: 14.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the towel_02 in cm? Length, width and height.","Object towel_02 has the following size:
Length: 25.91 cm,
width: 34.93 cm,
height: 9.88 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the towel in cm? Length, width and height.","Object towel has the following size:
Length: 11.36 cm,
width: 28.38 cm,
height: 63.42 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the towel in cm? Length, width and height.","Object towel has the following size:
Length: 5.08 cm,
width: 29.11 cm,
height: 33.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the mirror_05 in cm? Length, width and height.","Object mirror_05 has the following size:
Length: 0.5 cm,
width: 360.0 cm,
height: 60.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 17.24 cm,
width: 17.24 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 9.68 cm,
width: 9.67 cm,
height: 30.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 6.16 cm,
width: 6.16 cm,
height: 15.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 6.16 cm,
width: 6.16 cm,
height: 15.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the tray in cm? Length, width and height.","Object tray has the following size:
Length: 43.73 cm,
width: 31.57 cm,
height: 4.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 17.4 cm,
width: 17.4 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the bath in cm? Length, width and height.","Object bath has the following size:
Length: 247.84 cm,
width: 247.84 cm,
height: 67.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0027.color.jpg
"What is the size of the window in cm? Length, width and height.","Object window has the following size:
Length: 11.7 cm,
width: 118.77 cm,
height: 193.36 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the bench_03 in cm? Length, width and height.","Object bench_03 has the following size:
Length: 62.0 cm,
width: 145.0 cm,
height: 22.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the bench_02 in cm? Length, width and height.","Object bench_02 has the following size:
Length: 62.0 cm,
width: 128.0 cm,
height: 14.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the ChamferBox01 in cm? Length, width and height.","Object ChamferBox01 has the following size:
Length: 15.95 cm,
width: 15.95 cm,
height: 12.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the shampoo1 in cm? Length, width and height.","Object shampoo1 has the following size:
Length: 8.03 cm,
width: 14.08 cm,
height: 27.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the towel_03 in cm? Length, width and height.","Object towel_03 has the following size:
Length: 47.14 cm,
width: 40.15 cm,
height: 11.88 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 68.92 cm,
width: 68.92 cm,
height: 7.59 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the bench_01 in cm? Length, width and height.","Object bench_01 has the following size:
Length: 74.4 cm,
width: 149.85 cm,
height: 22.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the door in cm? Length, width and height.","Object door has the following size:
Length: 86.46 cm,
width: 13.98 cm,
height: 202.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 9.68 cm,
width: 9.67 cm,
height: 30.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 6.16 cm,
width: 6.16 cm,
height: 15.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 6.16 cm,
width: 6.16 cm,
height: 15.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the tray in cm? Length, width and height.","Object tray has the following size:
Length: 43.73 cm,
width: 31.57 cm,
height: 4.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 16.11 cm,
width: 16.11 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 20.8 cm,
width: 20.8 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the bath in cm? Length, width and height.","Object bath has the following size:
Length: 247.84 cm,
width: 247.84 cm,
height: 67.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0028.color.jpg
"What is the size of the window in cm? Length, width and height.","Object window has the following size:
Length: 11.7 cm,
width: 118.77 cm,
height: 193.36 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the bench_03 in cm? Length, width and height.","Object bench_03 has the following size:
Length: 62.0 cm,
width: 145.0 cm,
height: 22.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the bench_02 in cm? Length, width and height.","Object bench_02 has the following size:
Length: 62.0 cm,
width: 128.0 cm,
height: 14.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the ChamferBox01 in cm? Length, width and height.","Object ChamferBox01 has the following size:
Length: 15.95 cm,
width: 15.95 cm,
height: 12.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the shampoo1 in cm? Length, width and height.","Object shampoo1 has the following size:
Length: 8.03 cm,
width: 14.08 cm,
height: 27.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the towel_03 in cm? Length, width and height.","Object towel_03 has the following size:
Length: 47.14 cm,
width: 40.15 cm,
height: 11.88 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 68.92 cm,
width: 68.92 cm,
height: 7.59 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the bench_01 in cm? Length, width and height.","Object bench_01 has the following size:
Length: 74.4 cm,
width: 149.85 cm,
height: 22.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the decoration2 in cm? Length, width and height.","Object decoration2 has the following size:
Length: 6.04 cm,
width: 6.04 cm,
height: 6.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the door in cm? Length, width and height.","Object door has the following size:
Length: 86.46 cm,
width: 13.98 cm,
height: 202.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the toilet_bowl in cm? Length, width and height.","Object toilet_bowl has the following size:
Length: 33.73 cm,
width: 51.89 cm,
height: 38.82 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the button in cm? Length, width and height.","Object button has the following size:
Length: 12.0 cm,
width: 1.0 cm,
height: 20.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the lavatory_paper in cm? Length, width and height.","Object lavatory_paper has the following size:
Length: 17.05 cm,
width: 15.4 cm,
height: 15.14 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the lavatory_paper in cm? Length, width and height.","Object lavatory_paper has the following size:
Length: 9.79 cm,
width: 8.98 cm,
height: 15.06 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the floor_lamp in cm? Length, width and height.","Object floor_lamp has the following size:
Length: 17.24 cm,
width: 17.24 cm,
height: 13.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the wine_stuff in cm? Length, width and height.","Object wine_stuff has the following size:
Length: 9.68 cm,
width: 9.67 cm,
height: 30.7 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_007/images/scene_cam_00_final_preview/frame.0029.color.jpg
